part-00001	1	3		Q21175446	EU	-	-
part-00001	12	18	/m/0345h	Q183	German	-	-
part-00001	35	42	/m/07ssc	Q145	British	-	-
part-00001	50	65	-	-	Peter Blackburn	-	-
part-00001	65	73	/m/0177z	Q240	BRUSSELS	-	-
part-00001	89	108	/m/02q9k	Q8880	European Commission	-	-
part-00001	144	150	/m/0345h	Q183	German	-	-
part-00001	179	186	/m/07ssc	Q145	British	-	-
part-00001	272	279	/m/0345h	Q183	Germany	-	-
part-00001	304	318	/m/02jxk	Q458	European Union	-	-
part-00001	342	358	-	-	Werner Zwingmann	-	-
part-00001	434	441	/m/07ssc	Q145	Britain	-	-
part-00001	575	585	/m/02q9k	Q8880	Commission	-	-
part-00001	604	624	-	-	Nikolaus van der Pas	-	-
part-00001	762	776	/m/02jxk	Q458	European Union	-	-
part-00001	811	813	-	-	EU	-	-
part-00001	832	846	/m/02y4y1	Q78587	Franz Fischler	-	-
part-00001	1001	1009	-	-	Fischler	-	-
part-00001	1019	1026	-	-	EU-wide	-	-
part-00001	1055	1062	/m/07ssc	Q145	Britain	-	-
part-00001	1067	1073	/m/0f8l9c	Q142	France	-	-
part-00001	1128	1160	-	-	Bovine Spongiform Encephalopathy	-	-
part-00001	1162	1165	/m/0jy66	Q154666	BSE	-	-
part-00001	1191	1199	-	-	Fischler	-	-
part-00001	1240	1242	-	-	EU	-	-
part-00001	1399	1406	/m/06mkj	Q29	Spanish	-	-
part-00001	1421	1438	/m/0g3rwc	Q255657	Loyola de Palacio	-	-
part-00001	1459	1467	-	-	Fischler	-	-
part-00001	1474	1476	-	-	EU	-	-
part-00001	1575	1581	/m/0f8l9c	Q142	France	-	-
part-00001	1586	1593	/m/07ssc	Q145	Britain	-	-
part-00001	1601	1609	-	-	Fischler	-	-
part-00001	1626	1628	-	-	EU	-	-
part-00001	1879	1882	/m/0jy66	Q154666	BSE	-	-
part-00001	1974	1981	/m/07ssc	Q145	British	-	-
part-00001	2091	2097	/m/0345h	Q183	German	-	-
part-00001	2138	2145	/m/07ssc	Q145	British	-	-
part-00001	2184	2190	/m/02j9z	Q46	Europe	-	-
part-00001	2275	2282	/m/0345h	Q183	Germany	-	-
part-00001	2293	2322	-	-	Welsh National Farmers' Union	-	-
part-00001	2324	2327	-	-	NFU	-	-
part-00001	2338	2354	-	-	John Lloyd Jones	-	-
part-00001	2363	2372	-	-	BBC radio	-	-
part-00001	2374	2378	/m/0150n	Q586	Bonn	-	-
part-00001	2473	2480	/m/07ssc	Q145	British	-	-
part-00001	2587	2594	/m/0345h	Q183	Germany	-	-
part-00001	2622	2629	/m/07ssc	Q145	Britain	-	-
part-00001	2701	2708	/m/07ssc	Q145	British	-	-
part-00002	5	12	/m/01vsy3q	Q5928	Hendrix	-	-
part-00002	51	57	/m/04jpl	Q84	LONDON	-	-
part-00002	113	117	/m/09c7w0	Q30	U.S.	-	-
part-00002	132	144	/m/01vsy3q	Q5928	Jimi Hendrix	-	-
part-00002	256	263	-	-	Florida	-	-
part-00002	324	341	-	-	Ai n't no telling	-	-
part-00002	351	358	/m/01vsy3q	Q5928	Hendrix	-	-
part-00002	380	386	/m/04jpl	Q84	London	-	-
part-00002	462	469	/m/02jx1	Q21	English	-	-
part-00002	478	488	/m/09tlh	Q41262	Nottingham	-	-
part-00002	639	646	/m/01vsy3q	Q5928	Hendrix	-	-
part-00002	667	683	-	-	Kathy Etchingham	-	-
part-00002	792	799	/m/01vsy3q	Q5928	Hendrix	-	-
part-00002	839	849	/m/0chghy	Q408	Australian	-	-
part-00003	0	5	/m/0d05w3	Q148	China	-	-
part-00003	11	17	/m/06f32	Q865	Taiwan	-	-
part-00003	47	54	/m/01914	Q956	BEIJING	-	-
part-00003	66	71	/m/0d05w3	Q148	China	-	-
part-00003	92	98	/m/0ftkx	Q1867	Taipei	-	-
part-00003	163	176	/m/0mlsw	Q127031	Taiwan Strait	-	-
part-00003	193	200	/m/07t21	Q212	Ukraine	-	-
part-00003	204	213	/m/06f32	Q865	Taiwanese	-	-
part-00003	229	238	/m/011jlx	Q558718	Lien Chan	-	-
part-00003	265	272	/m/01914	Q956	Beijing	-	-
part-00003	300	307	/m/0d05w3	Q148	Chinese	-	-
part-00003	378	384	/m/06f32	Q865	Taiwan	-	-
part-00003	386	402	/m/02626pc	Q1155502	Foreign Ministry	-	-
part-00003	413	425	-	-	Shen Guofang	-	-
part-00003	431	438	-	-	Reuters	-	-
part-00003	522	528	/m/06f32	Q865	Taiwan	-	-
part-00003	563	568	/m/0d05w3	Q148	China	-	-
part-00003	591	597	/m/0ftkx	Q1867	Taipei	-	-
part-00003	599	610	-	-	Tang Shubei	-	-
part-00003	645	651	/m/06f32	Q865	Taiwan	-	-
part-00003	866	880	-	-	People's Daily	-	-
part-00003	888	892	-	-	Tang	-	-
part-00003	927	931	-	-	Shen	-	-
part-00003	937	955	/m/0ps53	Q130879	Reuters Television	-	-
part-00003	995	999	-	-	Tang	-	-
part-00003	1098	1104	/m/06f32	Q865	Taiwan	-	-
part-00003	1112	1119	/m/01914	Q956	Beijing	-	-
part-00003	1151	1156	/m/0d05w3	Q148	China	-	-
part-00003	1185	1191	/m/0ftkx	Q1867	Taipei	-	-
part-00003	1272	1279	/m/07t21	Q212	Ukraine	-	-
part-00003	1293	1302	/m/06f32	Q865	Taiwanese	-	-
part-00003	1318	1322	-	-	Lien	-	-
part-00004	0	5	/m/0d05w3	Q148	China	-	-
part-00004	26	32	/m/06f32	Q865	Taiwan	-	-
part-00004	40	47	/m/01914	Q956	BEIJING	-	-
part-00004	59	64	/m/0d05w3	Q148	China	-	-
part-00004	111	117	/m/06f32	Q865	Taiwan	-	-
part-00004	274	280	/m/01n13b	Q204839	Xinhua	-	-
part-00004	300	311	-	-	Tang Shubei	-	-
part-00004	344	395	/m/03q4vg	Q834446	Association for Relations Across the Taiwan Straits	-	-
part-00005	0	6	/m/0345h	Q183	German	-	-
part-00005	51	60	/m/02z0j	Q1794	FRANKFURT	-	-
